SWSID,Cat1_Count,Cat2_Count,Cat4A_Count,Cat4B_Count,Cat4C_Count,Cat5_Count,305b_Listings_Cat4+5,ApprovedTMDLCount,DevelopingTMDLCount,FishPassageCount,CriticalHabitatLength_ft,ShellfishCount,SwimmingBeachPercentage,SwimmingTributaryPercentage,CohoPresence,UrbanGrowthBoundaryPercentage,ICIAreaPercentage,RoadwayLength_ft,SidewalkLength_ft,CrashesCount,CrashDensity,SidewalkDensity,PercentBuiltBefore1990,PercentImpervious,MeanFlowDurationIndex,HeatIndex,MedianOpportunityIndex,MeanAnnualAvgDailyTrips,Median2018EquityScore,MedianPavementCondition,MedianSpawnerMortality,WQBETotalCopper,WQBETotalZinc,WQBETotalNitrogen,WQBETotalPhosphorus,WQBETotalSuspendedSolids,WQBETotalPCB,WQBETotalPBDE,WQBETotalPAH,WQBE_BEHP,WQBEFecalColiformBacteria,WQBEAnnualRunoff,UrbanHeat,MeanAnnualTSSLoad,MeanAnnualCopperLoad,MeanAnnualPhosphorusLoad,MeanAnnualZincLoad,MeanAnnualTKNLoad,Average_BIBI,FacilitiesCount,BRE_FaciltiesCount,DrainagetoPSensitiveLake
1101800.00,1.00,1.00,0.00,0.00,0.00,5.00,5.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,3.00,1.00,0.04,0.00,0.00,0.00,,,0.40,0.26,7.84,78.14,0.58,1500.64,3.00,,0.32,3.00,15.40,615.70,47.40,16143.90,0.00,0.00,0.20,0.80,1.00,16873218.00,16.54,7.70,2.20,14.90,13.60,243.40,0.00,0.00,0.00,0.00
1101810.00,1.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,,,0.41,0.31,9.77,78.14,0.67,1505.44,3.67,,0.40,3.00,15.50,572.40,44.80,16362.00,0.00,0.00,0.20,0.80,1.00,15955108.00,18.85,10.50,3.50,22.80,19.90,349.70,0.00,0.00,0.00,0.00
1101820.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,,,0.47,0.30,9.01,78.14,0.88,3507.40,4.33,,0.38,3.10,16.00,569.00,44.30,16676.20,0.00,0.00,0.20,0.80,1.10,15606500.00,17.08,11.60,5.40,22.60,24.80,403.50,0.00,0.00,0.00,0.00
1101830.00,0.00,1.00,1.00,0.00,0.00,3.00,4.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,3.00,1.00,0.07,0.00,0.00,0.00,,,0.47,0.19,7.75,78.14,0.68,929.89,3.17,,0.34,2.10,10.60,410.40,32.00,10989.70,0.00,0.00,0.20,0.60,0.80,11487518.00,15.86,7.40,1.90,16.70,11.10,223.70,0.00,0.00,0.00,0.00
1101840.00,0.00,1.00,1.00,0.00,0.00,1.00,2.00,1.00,2.00,0.00,2014.16,0.00,0.00,0.00,3.00,1.00,0.60,0.00,0.00,0.00,,,0.27,0.26,7.59,78.14,0.51,712.13,3.00,,0.31,1.70,8.40,335.80,25.90,8533.40,0.00,0.00,0.10,0.40,0.60,9169994.00,16.68,7.50,1.00,12.90,10.40,212.50,0.00,0.00,0.00,0.00
1101850.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,395.41,0.00,0.00,0.00,2.00,1.00,0.11,0.00,0.00,0.00,,,0.32,0.22,9.10,78.22,0.25,514.42,3.00,,0.34,0.40,2.10,152.10,11.10,3198.20,0.00,0.00,0.10,0.20,0.10,4283248.00,17.88,8.60,1.60,14.00,12.90,224.20,0.00,0.00,0.00,0.00
1101860.00,0.00,2.00,4.00,0.00,0.00,2.00,6.00,1.00,0.00,0.00,7994.00,0.00,0.00,0.00,3.00,1.00,0.00,972.27,0.00,2.00,0.00,0.00,0.32,0.04,4.27,81.93,0.78,552.92,3.33,25.00,0.34,0.90,4.40,111.20,9.10,3797.70,0.00,0.00,0.10,0.20,0.30,3703907.00,18.63,4.20,1.10,8.70,7.00,112.80,0.00,0.00,0.00,0.00
1101870.00,0.00,1.00,3.00,0.00,0.00,2.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.11,194.21,0.00,0.00,0.00,0.00,0.64,0.05,5.30,81.45,0.54,320.02,4.00,25.00,0.34,0.30,1.30,75.80,5.60,1522.20,0.00,0.00,0.00,0.10,0.10,2136381.00,15.90,3.10,0.50,4.90,3.90,88.30,80.50,1.00,0.00,0.00
1101880.00,0.00,1.00,1.00,0.00,0.00,1.00,2.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.01,0.00,0.00,0.00,,,0.49,0.08,5.62,78.14,0.82,145.82,4.00,,0.34,0.20,1.10,88.20,6.40,1747.60,0.00,0.00,0.00,0.10,0.10,2476177.00,15.42,3.40,0.40,6.20,4.00,86.00,0.00,0.00,0.00,0.00
1101890.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.22,0.00,0.00,0.00,,,0.23,0.26,8.46,78.14,0.51,1122.02,2.67,,0.34,1.30,6.60,298.70,22.70,8235.30,0.00,0.00,0.10,0.40,0.40,8691480.00,15.93,8.40,0.80,19.80,11.10,211.80,0.00,1.00,0.00,0.00
1101900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.14,0.00,0.00,0.00,,,0.48,0.11,4.25,78.22,0.90,1249.73,4.00,,0.34,0.40,2.30,65.90,5.40,2016.20,0.00,0.00,0.00,0.10,0.10,1880325.00,14.65,3.50,0.90,5.80,5.00,109.10,0.00,0.00,0.00,0.00
1101910.00,0.00,1.00,3.00,0.00,0.00,3.00,6.00,1.00,0.00,2.00,5287.73,0.00,0.00,0.00,4.00,1.00,0.00,11207.10,0.00,44.00,0.00,0.00,0.19,0.03,3.28,81.37,0.82,1676.88,3.83,69.00,0.36,0.30,1.40,40.40,3.30,1416.30,0.00,0.00,0.00,0.10,0.10,1934000.00,16.83,2.40,0.40,3.10,3.80,56.50,37.80,0.00,0.00,0.00
1101920.00,5.00,1.00,3.00,0.00,0.00,5.00,8.00,1.00,0.00,0.00,31446.80,0.00,0.00,0.00,5.00,1.00,0.38,1212.66,1554.54,3.00,0.00,1.28,0.33,0.18,3.67,86.87,0.71,31766.56,3.50,0.00,0.35,1.40,8.90,122.70,14.10,5651.10,0.00,0.00,0.00,0.20,0.70,3622007.00,15.92,7.50,4.60,31.70,20.60,284.20,0.00,0.00,0.00,0.00
1101930.00,5.00,1.00,1.00,0.00,0.00,4.00,5.00,1.00,0.00,0.00,6057.82,0.00,0.00,0.00,2.00,1.00,0.24,0.00,0.00,0.00,,,0.23,0.29,4.11,86.13,0.62,21833.93,2.67,,0.35,2.90,16.20,261.70,26.00,9274.40,0.00,0.00,0.10,0.50,1.20,7385450.00,16.85,8.20,4.10,24.50,23.00,292.90,0.00,0.00,0.00,0.00
1101940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.02,0.00,0.00,0.00,,,0.25,0.51,4.33,87.23,0.97,3125.14,3.83,,0.35,7.20,41.90,681.60,68.50,25900.00,0.00,0.00,0.30,1.30,3.10,19133956.00,16.48,13.20,18.50,40.70,60.10,478.00,0.00,0.00,0.00,0.00
1101950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.23,0.00,0.00,0.00,,,0.63,0.61,4.79,86.62,0.58,187.73,3.00,,0.33,2.40,13.20,221.40,21.60,7676.00,0.00,0.00,0.10,0.40,1.00,6220013.00,15.93,10.70,6.30,27.80,41.00,368.80,0.00,0.00,0.00,0.00
1101960.00,5.00,1.00,1.00,0.00,0.00,4.00,5.00,1.00,0.00,0.00,6294.90,0.00,0.00,0.00,2.00,1.00,0.07,0.00,0.00,0.00,,,0.00,0.23,3.83,86.36,0.94,22854.73,3.33,,0.35,1.50,8.00,117.70,11.40,5095.60,0.00,0.00,0.10,0.30,0.50,3339712.00,16.91,8.80,6.30,37.10,28.00,312.30,0.00,0.00,0.00,0.00
1101970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.08,0.14,3.52,85.00,0.94,8978.14,3.33,,0.35,0.60,3.60,60.00,5.90,2296.80,0.00,0.00,0.00,0.10,0.30,1777289.00,15.49,6.20,6.10,17.50,20.90,253.30,0.00,0.00,0.00,0.00
1101980.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.22,0.34,5.80,83.87,0.22,811.24,2.67,,0.34,1.20,6.20,149.80,13.10,4495.60,0.00,0.00,0.10,0.20,0.50,4160714.00,14.39,6.40,4.90,11.20,16.80,215.20,0.00,0.00,0.00,0.00
1101990.00,5.00,1.00,1.00,0.00,0.00,4.00,5.00,1.00,0.00,0.00,2686.30,0.00,0.00,0.00,1.00,1.00,0.15,0.00,0.00,0.00,,,0.16,0.29,3.49,84.66,0.58,13926.46,3.00,,0.34,2.30,12.50,193.60,19.20,7880.10,0.00,0.00,0.10,0.40,0.90,5455235.00,14.95,7.40,5.70,20.30,25.20,260.10,0.00,0.00,0.00,0.00
1102000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.20,0.25,7.87,83.13,0.58,447.73,3.00,,0.34,0.30,1.30,53.90,4.20,1422.00,0.00,0.00,0.00,0.10,0.10,1474319.00,14.03,7.30,3.10,8.30,17.00,217.60,0.00,0.00,0.00,0.00
1102010.00,5.00,1.00,1.00,0.00,0.00,4.00,5.00,1.00,0.00,0.00,4099.56,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,,,0.17,0.03,2.88,82.32,0.58,14596.88,3.00,,0.35,0.20,1.00,21.90,1.90,765.10,0.00,0.00,0.00,0.00,0.10,802670.00,14.25,3.70,2.40,9.70,10.00,133.50,0.00,0.00,0.00,0.00
1102020.00,5.00,1.00,1.00,0.00,0.00,4.00,5.00,1.00,0.00,0.00,4524.58,0.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,,,0.21,0.25,4.23,84.32,0.94,14836.68,3.33,,0.33,4.00,22.40,340.00,33.50,14520.90,0.00,0.00,0.20,0.70,1.50,9621079.00,15.05,9.00,7.30,28.20,34.10,343.50,0.00,0.00,0.00,0.00
1102030.00,7.00,1.00,1.00,0.00,1.00,5.00,7.00,3.00,0.00,16.00,4035.25,0.00,0.00,0.00,3.00,1.00,0.13,170744.00,96674.50,992.00,0.01,0.57,0.44,0.14,7.05,84.87,0.48,7640.44,3.33,77.00,0.33,9.70,49.50,2023.00,154.60,52781.30,0.00,0.00,0.80,2.60,3.10,58382126.00,14.49,5.50,1.70,8.80,8.30,209.80,45.95,51.00,34.00,1.00
1102040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,4.00,1.00,0.20,0.00,0.00,0.00,,,0.26,0.60,3.99,86.29,0.74,8431.45,3.33,,0.34,19.80,114.20,1963.20,195.80,67046.50,0.00,0.00,0.70,3.30,8.60,55328274.00,17.02,12.70,14.40,38.00,55.80,440.80,0.00,0.00,0.00,0.00
1102050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.49,6039.42,1677.61,8.00,0.00,0.28,0.18,0.10,7.21,82.79,0.68,5256.51,3.33,80.00,0.33,1.20,7.40,164.00,15.70,6045.80,0.00,0.00,0.10,0.20,0.60,4611822.00,13.67,5.10,1.30,10.40,8.50,182.20,0.00,3.00,3.00,0.00
1102060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.34,0.10,4.95,83.96,0.22,348.59,2.67,,0.34,0.20,0.80,38.30,2.90,897.70,0.00,0.00,0.00,0.00,0.10,1059921.00,13.72,2.90,0.60,3.10,4.60,75.90,0.00,0.00,0.00,0.00
1102070.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.30,0.00,0.00,0.00,,,0.41,0.73,4.59,87.71,0.94,1838.22,3.67,,0.35,13.30,72.60,1270.30,119.10,47989.80,0.00,0.00,0.50,2.60,4.90,35519207.00,19.61,18.10,20.40,43.80,75.10,474.10,0.00,0.00,0.00,0.00
1102080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.42,0.00,0.00,0.00,,,0.39,0.74,4.06,87.99,0.94,3525.32,3.67,,0.35,10.70,57.50,1007.80,93.40,39001.40,0.00,0.00,0.40,2.10,3.80,29523042.00,19.61,17.20,29.30,48.60,83.10,610.30,0.00,0.00,0.00,0.00
1102090.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.78,0.00,0.00,0.00,,,0.76,0.79,4.38,88.52,0.94,2307.07,3.67,,0.35,4.80,28.50,390.40,42.30,18059.30,0.00,0.00,0.20,0.80,2.00,11069446.00,19.36,22.00,27.20,56.30,112.70,554.60,0.00,0.00,0.00,0.00
1102100.00,5.00,1.00,1.00,0.00,0.00,4.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.00,0.47,4.49,86.97,0.94,463.07,3.33,,0.35,0.80,4.60,89.70,8.70,2115.10,0.00,0.00,0.00,0.10,0.40,2517952.00,17.71,8.80,3.80,23.40,21.60,308.10,0.00,0.00,0.00,0.00
1102110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,775.48,0.00,0.00,0.00,2.00,1.00,0.10,0.00,0.00,0.00,,,0.14,0.52,4.28,87.66,0.94,491.59,3.33,,0.35,2.60,15.10,233.70,23.90,8916.40,0.00,0.00,0.10,0.50,1.10,6592665.00,17.63,12.90,9.40,40.40,50.20,393.30,0.00,0.00,0.00,0.00
1102120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.46,1384.12,464.08,0.00,0.00,0.34,0.21,0.67,4.39,87.64,0.98,4962.74,3.67,100.00,0.35,8.80,50.00,852.50,85.10,27477.80,0.00,0.00,0.30,1.40,3.80,23985484.00,18.01,14.40,12.30,34.30,51.20,439.50,0.00,0.00,0.00,0.00
1102130.00,5.00,1.00,1.00,0.00,0.00,4.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.12,3970.84,1358.25,53.00,0.01,0.34,0.30,0.27,4.38,86.06,0.71,1271.86,3.33,42.00,0.31,1.10,6.40,98.40,10.10,4403.10,0.00,0.00,0.00,0.20,0.40,2847538.00,15.79,8.00,3.40,28.60,21.10,258.70,0.00,3.00,0.00,0.00
1102140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.35,0.13,7.65,85.04,0.42,212.05,2.67,,0.33,0.60,3.20,168.50,12.60,3952.60,0.00,0.00,0.10,0.20,0.20,4622866.00,15.64,5.40,2.20,9.60,11.00,158.40,0.00,0.00,0.00,0.00
1102150.00,5.00,2.00,4.00,0.00,0.00,6.00,10.00,1.00,0.00,0.00,8746.13,0.00,0.00,0.00,4.00,1.00,0.00,246.67,0.00,0.00,0.00,0.00,0.40,0.01,1.74,85.91,0.36,5940.76,3.83,15.00,0.33,0.00,0.20,4.90,0.40,199.70,0.00,0.00,0.00,0.00,0.00,182638.00,14.97,1.70,0.50,5.60,3.00,45.50,0.00,0.00,0.00,0.00
1102160.00,5.00,2.00,2.00,0.00,0.00,6.00,8.00,1.00,0.00,0.00,2546.63,0.00,0.00,0.00,5.00,1.00,0.11,411.02,866.97,21.00,0.05,2.11,0.24,0.07,2.49,86.60,0.71,4367.08,3.67,64.00,0.31,0.00,0.10,3.30,0.30,225.90,0.00,0.00,0.00,0.00,0.00,207505.00,15.19,3.60,1.20,12.20,8.40,96.50,0.00,0.00,0.00,0.00
1102170.00,0.00,1.00,0.00,0.00,0.00,2.00,2.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,3.00,1.00,0.07,30782.50,26081.20,202.00,0.01,0.85,0.40,0.18,8.25,85.05,0.67,510.47,3.17,79.00,0.33,1.20,6.30,262.20,20.00,6897.30,0.00,0.00,0.10,0.30,0.40,7227676.00,15.90,6.50,2.90,10.90,12.90,206.90,0.00,9.00,8.00,0.00
1102180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,0.00,0.06,1.00,1.00,0.20,34314.60,18987.30,189.00,0.01,0.55,0.40,0.31,7.23,84.80,0.31,19263.61,4.33,75.00,0.33,4.90,25.30,834.50,65.60,22470.80,0.00,0.00,0.30,1.10,1.60,22780253.00,15.24,9.20,6.20,19.10,20.70,468.90,0.00,19.00,7.00,0.00
1102190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.08,1.00,1.00,0.06,0.00,0.00,0.00,,,0.58,0.32,6.05,85.03,0.00,1283.45,4.50,,0.34,1.20,6.10,313.90,23.60,7364.20,0.00,0.00,0.10,0.30,0.40,8538663.00,14.65,9.30,5.20,16.20,15.60,447.50,0.00,0.00,0.00,0.00
1102200.00,0.00,1.00,1.00,0.00,0.00,2.00,3.00,1.00,0.00,0.00,120.06,0.00,0.00,0.00,8.00,1.00,0.02,11825.70,9786.39,89.00,0.01,0.83,0.33,0.10,4.46,84.85,0.62,1587.67,2.67,78.00,0.31,0.60,2.70,163.20,12.10,3725.90,0.00,0.00,0.10,0.20,0.20,4636306.00,15.88,4.00,1.40,9.20,7.50,117.20,0.00,4.00,2.00,0.00
1102210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,42.64,1.00,,,0.60,0.19,8.25,85.38,0.35,578.84,2.67,,0.31,0.40,1.80,113.60,8.50,2386.00,0.00,0.00,0.00,0.10,0.10,3105013.00,15.82,7.40,2.40,9.40,13.70,196.90,0.00,0.00,0.00,0.00
1102220.00,0.00,1.00,0.00,0.00,0.00,2.00,2.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.72,8437.80,6567.86,40.00,0.00,0.78,0.50,0.14,8.20,84.98,0.67,1581.88,3.17,66.00,0.36,0.60,2.90,123.20,9.50,3016.20,0.00,0.00,0.10,0.20,0.20,3436013.00,14.83,6.70,2.90,10.50,12.90,232.00,0.00,6.00,5.00,0.00
1102230.00,1.00,2.00,0.00,0.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.09,12538.30,12414.30,228.00,0.02,0.99,0.52,0.15,8.01,83.57,0.67,2077.60,3.17,65.00,0.18,1.40,6.90,257.10,19.90,6796.90,0.00,0.00,0.10,0.30,0.40,8511898.00,14.56,6.80,4.00,12.70,13.40,309.80,0.00,5.00,6.00,0.00
1102240.00,0.00,1.00,0.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,3.00,1.00,0.42,7674.55,4793.42,60.00,0.01,0.62,0.35,0.06,4.61,83.21,0.71,2336.42,3.67,68.00,0.36,0.40,1.90,97.30,7.30,2038.50,0.00,0.00,0.00,0.10,0.10,2625419.00,15.16,3.30,1.00,3.70,6.80,90.00,0.00,1.00,1.00,0.00
1102250.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,1.00,0.03,1510.69,0.00,6.00,0.00,0.00,0.51,0.20,7.87,84.19,0.65,818.59,3.67,52.00,0.36,1.80,9.10,466.70,34.70,11211.50,0.00,0.00,0.20,0.50,0.60,13577250.00,14.97,7.40,5.00,12.00,14.00,383.10,0.00,0.00,0.00,1.00
1102260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,1.00,0.05,0.00,0.00,1.00,,,0.25,0.42,6.08,86.64,0.55,88521.61,4.00,,0.41,2.40,13.10,184.90,17.80,8328.60,0.00,0.00,0.10,0.40,0.80,5189543.00,16.14,13.30,9.50,46.00,41.60,632.20,0.00,0.00,0.00,0.00
1102270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.14,0.00,0.00,0.00,,,0.26,0.17,5.67,85.30,0.55,27326.42,3.67,,0.36,0.90,4.70,105.00,9.10,4227.40,0.00,0.00,0.00,0.20,0.30,3031747.00,16.58,6.00,3.90,17.40,14.30,340.70,0.00,0.00,0.00,0.00
1102280.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.00,4840.38,0.00,,,0.53,0.31,6.01,82.98,0.84,5698.79,4.67,,0.37,3.00,15.20,462.10,37.00,13170.00,0.00,0.00,0.20,0.70,1.00,16294520.00,15.94,7.30,8.00,16.90,17.80,420.80,0.00,0.00,0.00,0.00
1102290.00,32.00,9.00,2.00,0.00,0.00,11.00,13.00,2.00,0.00,0.00,3436.70,0.00,0.00,0.00,1.00,1.00,0.08,0.00,0.00,0.00,,,0.24,0.12,3.86,85.67,0.75,2047.65,4.33,,0.38,1.40,10.50,145.00,17.70,7422.00,0.00,0.00,0.00,0.20,0.90,4145361.00,16.35,6.20,6.40,15.80,18.80,231.10,0.00,0.00,0.00,0.00
1102300.00,32.00,9.00,2.00,0.00,0.00,11.00,13.00,2.00,0.00,0.00,16212.30,0.00,0.00,0.00,2.00,1.00,0.03,4742.60,122.01,4.00,0.00,0.03,0.24,0.31,3.87,84.67,0.75,9047.88,4.33,0.00,0.38,6.00,37.50,537.30,59.00,24442.40,0.00,0.00,0.20,1.10,2.90,15881821.00,17.44,9.30,10.40,22.40,32.80,373.60,0.00,0.00,0.00,0.00
1102310.00,5.00,3.00,1.00,0.00,0.00,3.00,4.00,1.00,0.00,0.00,5145.44,0.00,0.00,0.00,1.00,1.00,0.14,0.00,0.00,0.00,,,0.22,0.68,5.00,86.62,0.63,30453.14,4.00,,0.37,4.30,22.90,340.80,33.00,14240.90,0.00,0.00,0.20,0.80,1.40,9637092.00,18.89,18.90,27.70,72.50,95.60,860.10,0.00,1.00,0.00,0.00
1102320.00,2.00,4.00,1.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,1417.79,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.26,0.44,5.64,85.55,0.32,21612.93,4.00,,0.37,2.80,16.40,225.00,23.90,10438.70,0.00,0.00,0.10,0.50,1.10,6698865.00,19.59,10.30,17.10,31.10,45.80,459.30,0.00,0.00,0.00,0.00
1102330.00,5.00,3.00,1.00,0.00,0.00,3.00,4.00,1.00,0.00,0.00,754.31,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.00,0.05,3.57,84.05,0.63,1414.06,4.00,,0.37,0.50,2.70,34.70,3.50,1890.70,0.00,0.00,0.00,0.10,0.20,990070.00,19.15,6.10,7.90,18.80,20.30,248.60,0.00,0.00,0.00,0.00
1102340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2691.86,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.01,0.08,2.27,84.42,0.63,519.80,4.00,,0.37,0.20,1.30,24.20,2.30,1628.20,0.00,0.00,0.00,0.10,0.10,1127896.00,20.58,4.70,3.40,8.10,16.40,130.40,0.00,0.00,0.00,0.00
1102350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,579.05,0.00,0.00,0.00,1.00,1.00,0.10,0.00,0.00,0.00,,,0.37,0.52,4.65,87.08,0.63,965.86,4.00,,0.42,0.70,3.80,54.90,5.20,2485.20,0.00,0.00,0.00,0.10,0.20,1539184.00,19.15,15.80,22.20,70.80,71.30,844.60,0.00,0.00,0.00,0.00
1102360.00,5.00,3.00,1.00,0.00,0.00,3.00,4.00,1.00,0.00,0.00,3860.83,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,,,0.00,0.24,3.33,85.73,0.63,58.76,4.00,,0.42,0.10,0.50,10.20,1.00,273.30,0.00,0.00,0.00,0.00,0.00,286886.00,19.18,6.40,5.70,13.50,21.40,280.90,0.00,0.00,0.00,0.00
1102370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,595.69,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.26,0.60,3.92,86.26,0.63,17264.29,4.00,,0.42,2.40,13.40,205.30,21.10,8022.00,0.00,0.00,0.10,0.40,1.00,5799963.00,18.80,15.40,15.70,47.20,69.00,597.10,0.00,0.00,0.00,0.00
1102380.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,6848.28,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,,,0.38,0.28,7.59,84.85,0.63,9707.44,4.00,,0.42,1.30,6.70,303.80,23.00,7007.10,0.00,0.00,0.10,0.30,0.50,8258838.00,19.38,11.80,14.80,28.00,37.10,575.60,0.00,0.00,0.00,0.00
1102390.00,0.00,0.00,1.00,0.00,0.00,3.00,4.00,1.00,2.00,6.00,9085.11,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.40,0.34,8.76,82.62,0.53,2727.83,3.50,,0.42,4.70,24.30,762.30,61.10,21067.90,0.00,0.00,0.20,1.10,1.60,20844217.00,18.19,10.70,6.80,22.40,26.00,416.30,23.18,0.00,0.00,0.00
1102400.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,0.00,3857.76,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.48,0.26,7.12,79.08,0.42,1174.14,3.17,,0.42,0.90,4.40,218.10,16.30,5292.00,0.00,0.00,0.10,0.30,0.30,7437210.00,18.78,7.70,3.30,14.30,14.90,252.40,0.00,0.00,0.00,0.00
1102410.00,0.00,0.00,1.00,0.00,0.00,2.00,3.00,1.00,0.00,0.00,201.62,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.30,0.44,7.38,85.10,0.63,12455.66,4.00,,0.43,1.50,8.50,136.70,13.70,5130.00,0.00,0.00,0.00,0.30,0.60,3847050.00,22.38,11.50,15.70,34.40,41.90,566.70,0.00,0.00,0.00,0.00
1102420.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,5.00,0.00,0.00,0.00,0.00,0.00,1.00,0.04,0.00,0.00,0.00,,,0.48,0.31,8.17,79.65,0.63,9864.02,4.00,,0.40,6.50,34.60,927.00,77.10,28769.50,0.00,0.00,0.30,1.40,2.30,25456779.00,18.45,11.90,14.10,33.80,38.50,550.20,1.20,0.00,0.00,0.00
