SWSID,Cat1_Count,Cat2_Count,Cat4A_Count,Cat4B_Count,Cat4C_Count,Cat5_Count,305b_Listings_Cat4+5,ApprovedTMDLCount,DevelopingTMDLCount,FishPassageCount,CriticalHabitatLength_ft,ShellfishCount,SwimmingBeachPercentage,SwimmingTributaryPercentage,CohoPresence,UrbanGrowthBoundaryPercentage,ICIAreaPercentage,RoadwayLength_ft,SidewalkLength_ft,CrashesCount,CrashDensity,SidewalkDensity,PercentBuiltBefore1990,PercentImpervious,MeanFlowDurationIndex,HeatIndex,MedianOpportunityIndex,MeanAnnualAvgDailyTrips,Median2018EquityScore,MedianPavementCondition,MedianSpawnerMortality,WQBETotalCopper,WQBETotalZinc,WQBETotalNitrogen,WQBETotalPhosphorus,WQBETotalSuspendedSolids,WQBETotalPCB,WQBETotalPBDE,WQBETotalPAH,WQBE_BEHP,WQBEFecalColiformBacteria,WQBEAnnualRunoff,UrbanHeat,MeanAnnualTSSLoad,MeanAnnualCopperLoad,MeanAnnualPhosphorusLoad,MeanAnnualZincLoad,MeanAnnualTKNLoad,Average_BIBI,FacilitiesCount,BRE_FaciltiesCount,DrainagetoPSensitiveLake
1101190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.30,0.00,2.55,78.14,0.26,0.00,2.00,,0.17,0.00,0.10,3.60,0.30,105.20,0.00,0.00,0.00,0.00,0.00,166477.00,12.63,0.50,0.00,0.90,0.40,10.10,0.00,0.00,0.00,0.00
1101200.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,14247.00,0.00,0.00,0.00,6.00,1.00,0.00,25124.50,40.03,71.00,0.00,0.00,0.40,0.02,3.89,78.14,0.07,210.50,1.67,60.00,0.21,0.50,2.60,155.00,11.50,3398.70,0.00,0.00,0.10,0.20,0.20,4301285.00,12.42,2.30,0.10,3.40,2.10,43.90,0.00,5.00,0.00,0.00
1101210.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,3.00,1.00,6.00,6098.46,0.00,0.00,0.00,7.00,1.00,0.00,14756.60,0.00,12.00,0.00,0.00,0.38,0.04,3.12,83.21,0.14,159.05,1.83,60.00,0.18,1.60,8.30,206.50,17.50,6941.30,0.00,0.00,0.10,0.40,0.60,6214199.00,14.54,2.20,0.10,7.10,1.90,39.40,0.00,1.00,0.00,0.00
1101220.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.38,0.14,4.63,78.14,0.26,16.02,2.00,,0.18,0.10,0.30,9.60,0.80,265.20,0.00,0.00,0.00,0.00,0.00,268517.00,13.72,2.30,0.10,7.30,2.00,45.30,0.00,0.00,0.00,0.00
1101230.00,1.00,0.00,1.00,0.00,0.00,1.00,2.00,1.00,2.00,1.00,1643.51,0.00,0.00,0.00,3.00,1.00,0.00,10018.80,0.00,29.00,0.00,0.00,0.35,0.03,3.00,78.14,0.07,253.99,1.67,23.00,0.21,0.20,0.80,52.40,3.90,1032.10,0.00,0.00,0.00,0.00,0.10,1632934.00,13.53,1.60,0.10,3.80,1.50,30.60,0.00,0.00,0.00,0.00
1101240.00,12.00,1.00,1.00,0.00,0.00,4.00,5.00,1.00,2.00,4.00,12022.70,0.00,0.00,0.00,4.00,1.00,0.08,4230.16,134.04,26.00,0.01,0.03,0.27,0.24,5.48,78.14,0.46,4126.15,3.00,100.00,0.34,1.20,6.30,216.40,17.20,6474.30,0.00,0.00,0.10,0.30,0.60,5908589.00,14.36,5.80,0.80,13.40,8.70,176.20,70.60,0.00,0.00,0.00
1101250.00,11.00,1.00,0.00,0.00,0.00,3.00,3.00,0.00,2.00,1.00,4947.66,0.00,0.00,0.00,2.00,1.00,0.00,2020.58,0.00,6.00,0.00,0.00,0.06,0.09,2.99,78.14,0.47,4977.97,2.50,100.00,0.28,0.20,0.90,32.40,2.60,1313.00,0.00,0.00,0.00,0.10,0.10,1171222.00,14.20,1.70,0.10,2.70,2.30,46.30,0.00,0.00,0.00,0.00
1101260.00,14.00,5.00,0.00,0.00,0.00,7.00,7.00,0.00,2.00,1.00,16550.80,0.00,0.00,0.00,3.00,1.00,0.00,26037.80,0.00,59.00,0.00,0.00,0.26,0.13,5.91,78.14,0.14,310.67,1.67,58.50,0.28,4.00,21.50,380.60,35.00,17239.90,0.00,0.00,0.20,0.90,1.30,11347283.00,14.37,4.50,0.60,9.30,6.00,111.70,62.70,5.00,3.00,0.00
1101270.00,4.00,2.00,0.00,0.00,0.00,4.00,4.00,0.00,2.00,1.00,17201.30,0.00,0.00,0.00,2.00,1.00,0.00,17658.80,0.00,38.00,0.00,0.00,0.36,0.05,4.88,78.14,0.15,425.24,1.67,55.00,0.28,0.40,1.70,118.30,8.70,2471.40,0.00,0.00,0.00,0.10,0.10,3504159.00,14.33,2.70,0.20,4.30,2.70,60.30,79.18,2.00,0.00,0.00
1101280.00,2.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,2.00,0.00,6100.32,0.00,0.00,0.00,1.00,1.00,0.00,7712.18,0.00,19.00,0.00,0.00,0.42,0.04,5.03,78.14,0.36,381.32,2.50,75.50,0.32,0.10,0.40,29.10,2.10,679.20,0.00,0.00,0.00,0.00,0.00,879831.00,14.45,2.60,0.30,5.60,2.90,73.30,0.00,0.00,0.00,0.00
1101290.00,1.00,1.00,0.00,0.00,0.00,4.00,4.00,0.00,2.00,0.00,9760.71,0.00,0.00,0.00,1.00,1.00,0.00,1380.22,0.00,0.00,0.00,0.00,0.37,0.14,4.83,78.14,0.47,7802.20,3.17,65.00,0.26,1.80,10.60,155.50,16.20,7364.20,0.00,0.00,0.10,0.30,0.70,4427738.00,15.64,4.70,1.00,13.70,9.50,124.00,0.00,0.00,0.00,0.00
1101300.00,1.00,1.00,0.00,0.00,0.00,4.00,4.00,0.00,2.00,7.00,18564.20,0.00,0.00,0.00,2.00,1.00,0.00,1159.18,14839.30,0.00,0.00,12.80,0.49,0.38,9.02,78.14,0.27,2475.70,2.50,24.50,0.28,4.10,21.00,638.80,51.50,18411.90,0.00,0.00,0.20,0.90,1.30,18141326.00,17.15,10.40,1.80,24.30,17.20,290.10,62.35,0.00,0.00,0.00
1101310.00,1.00,1.00,0.00,0.00,0.00,4.00,4.00,0.00,2.00,4.00,9463.46,0.00,0.00,0.00,1.00,1.00,0.00,810.30,5913.51,3.00,0.00,7.30,0.44,0.06,5.06,78.14,0.22,470.36,2.33,0.00,0.25,0.30,1.70,81.20,6.10,1944.50,0.00,0.00,0.00,0.10,0.10,2287623.00,16.84,3.80,0.50,5.30,4.40,94.40,56.20,0.00,0.00,0.00
1101320.00,1.00,1.00,0.00,0.00,0.00,4.00,4.00,0.00,2.00,10.00,11765.30,0.00,0.00,0.00,3.00,1.00,0.00,21747.20,0.00,61.00,0.00,0.00,0.27,0.04,3.74,78.14,0.09,779.90,1.67,64.00,0.26,1.00,5.10,242.60,18.50,6216.30,0.00,0.00,0.10,0.30,0.30,8487717.00,13.06,2.30,0.10,3.40,2.30,45.70,0.00,7.00,3.00,0.00
1101330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4384.45,0.00,7.00,0.00,0.00,0.58,0.02,5.32,78.14,0.17,339.04,1.67,61.00,0.24,0.10,0.50,44.50,3.30,933.30,0.00,0.00,0.00,0.00,0.00,1295948.00,15.32,3.10,0.10,5.50,2.80,63.70,0.00,0.00,0.00,0.00
1101340.00,2.00,2.00,0.00,0.00,0.00,7.00,7.00,0.00,2.00,1.00,15655.20,0.00,0.00,0.00,3.00,1.00,0.00,234.58,12846.00,1.00,0.00,54.76,0.27,0.25,6.85,78.14,0.33,1426.42,2.83,0.00,0.28,3.00,16.00,566.00,45.40,15437.90,0.00,0.00,0.20,0.70,1.10,15729716.00,16.48,6.40,1.00,12.40,9.70,164.90,0.00,0.00,0.00,0.00
1101350.00,1.00,1.00,0.00,0.00,0.00,2.00,2.00,0.00,2.00,0.00,5006.43,0.00,0.00,0.00,1.00,1.00,0.00,3962.44,0.00,21.00,0.01,0.00,0.57,0.10,5.74,78.14,0.26,447.88,1.67,100.00,0.30,0.60,3.40,170.70,13.20,4151.40,0.00,0.00,0.10,0.20,0.20,4883669.00,17.42,4.40,0.40,7.70,5.00,106.50,0.00,0.00,0.00,0.00
1101360.00,1.00,4.00,0.00,0.00,0.00,4.00,4.00,0.00,2.00,4.00,7973.90,0.00,0.00,0.00,3.00,1.00,0.00,3095.62,0.00,8.00,0.00,0.00,0.43,0.03,3.91,78.14,0.28,582.83,2.17,94.00,0.33,0.20,1.00,69.70,5.10,1938.60,0.00,0.00,0.00,0.10,0.10,2264655.00,17.79,3.20,0.20,4.80,3.50,72.20,0.00,0.00,0.00,0.00
1101370.00,0.00,3.00,0.00,0.00,0.00,2.00,2.00,1.00,2.00,2.00,4709.13,0.00,0.00,0.00,1.00,1.00,0.00,2113.91,0.00,0.00,0.00,0.00,0.39,0.19,6.41,78.14,0.38,1151.02,2.83,82.00,0.38,1.80,9.30,312.50,24.50,9356.80,0.00,0.00,0.10,0.50,0.60,8792154.00,18.25,6.60,1.20,10.60,10.20,181.80,0.00,0.00,0.00,0.00
1101380.00,0.00,3.00,0.00,0.00,0.00,2.00,2.00,1.00,2.00,7.00,1989.61,0.00,0.00,0.00,5.00,1.00,0.00,76832.50,91470.80,256.00,0.00,1.19,0.46,0.24,7.76,78.14,0.35,1107.79,2.67,55.00,0.37,4.40,21.80,1013.60,76.40,25386.50,0.00,0.00,0.40,1.30,1.40,28162575.00,16.78,7.90,1.60,12.60,11.00,243.10,0.00,31.00,23.00,0.00
1101390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,7.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,12755.60,19032.40,7.00,0.00,1.49,0.50,0.22,6.87,78.14,0.60,771.90,3.00,100.00,0.39,4.00,20.30,798.10,61.30,20641.40,0.00,0.00,0.30,1.00,1.30,21741946.00,17.40,7.80,4.40,15.20,15.20,294.80,0.00,3.00,3.00,0.00
1101400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,33567.30,14006.00,92.00,0.00,0.42,0.37,0.08,5.25,78.14,0.30,1014.85,2.17,73.00,0.31,0.60,2.90,216.80,15.80,4804.40,0.00,0.00,0.10,0.20,0.20,6236715.00,14.21,3.90,0.40,5.40,4.30,99.30,0.00,5.00,6.00,0.00
1101410.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,8320.47,0.00,59.00,0.01,0.00,0.52,0.03,5.24,78.14,0.26,858.66,1.67,71.00,0.24,0.20,1.00,69.50,5.10,1592.30,0.00,0.00,0.00,0.10,0.10,1972106.00,15.94,3.40,0.20,6.00,3.50,66.80,0.00,0.00,0.00,0.00
1101420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,11942.80,0.00,49.00,0.00,0.00,0.52,0.03,5.44,78.14,0.26,667.38,1.67,81.00,0.26,0.20,1.10,89.70,6.50,1813.40,0.00,0.00,0.00,0.10,0.10,2736050.00,16.36,3.70,0.20,6.90,3.50,79.70,0.00,1.00,0.00,0.00
1101430.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,8.00,0.00,0.00,0.00,0.00,6.00,1.00,0.03,0.00,0.00,0.00,,,0.42,0.29,8.73,78.16,0.60,821.60,3.67,,0.37,8.60,43.80,1882.00,144.10,48613.60,0.00,0.00,0.70,2.40,2.90,53213892.00,18.71,8.80,2.30,14.40,13.60,269.10,0.00,2.00,0.00,0.00
1101440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4721.51,0.00,22.00,0.00,0.00,0.33,0.29,8.50,78.14,0.31,3281.83,2.67,75.00,0.32,1.60,8.20,316.00,24.50,8208.50,0.00,0.00,0.10,0.40,0.50,8713326.00,16.07,8.70,2.40,18.10,16.80,261.70,0.00,0.00,0.00,0.00
1101450.00,13.00,1.00,0.00,0.00,1.00,9.00,10.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.43,0.25,7.80,78.14,0.45,1825.01,3.33,,0.34,1.60,8.00,319.70,24.70,8152.40,0.00,0.00,0.10,0.40,0.50,15151427.00,17.15,6.30,2.10,13.60,9.30,241.70,0.00,0.00,0.00,1.00
1101460.00,13.00,1.00,0.00,0.00,1.00,9.00,10.00,0.00,2.00,6.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,,,0.49,0.23,8.68,78.14,0.31,1422.79,3.17,,0.34,0.90,4.80,221.20,16.80,5835.50,0.00,0.00,0.10,0.30,0.30,6187718.00,19.14,9.90,2.80,22.70,14.80,332.50,0.00,0.00,0.00,1.00
1101470.00,2.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,2.00,1.00,3879.53,0.00,0.00,0.00,1.00,1.00,0.00,2548.29,0.00,23.00,0.01,0.00,0.56,0.17,8.21,78.14,0.15,652.61,1.67,45.00,0.30,0.00,0.20,17.80,1.30,362.00,0.00,0.00,0.00,0.00,0.00,497404.00,14.43,5.50,0.90,9.70,6.20,160.30,0.00,0.00,0.00,0.00
1101480.00,2.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,2.00,1.00,9712.01,0.00,0.00,0.00,1.00,1.00,0.00,12880.60,1002.15,44.00,0.00,0.08,0.34,0.29,6.99,78.14,0.29,2552.30,1.67,72.00,0.27,7.40,42.50,703.10,69.40,29707.20,0.00,0.00,0.30,1.50,3.00,20031030.00,15.18,8.00,1.40,22.80,17.00,199.00,0.00,1.00,1.00,0.00
1101490.00,2.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,2.00,0.00,6143.61,0.00,0.00,0.00,2.00,1.00,0.00,8519.43,0.00,60.00,0.01,0.00,0.34,0.07,5.64,78.14,0.29,819.51,2.00,88.00,0.30,0.60,3.00,135.40,10.30,3305.00,0.00,0.00,0.10,0.20,0.20,5201334.00,14.88,4.10,0.40,6.60,5.00,103.00,0.00,2.00,2.00,0.00
1101500.00,2.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,2.00,3.00,15247.10,0.00,0.00,0.00,2.00,1.00,0.00,93.66,24608.60,0.00,0.00,262.75,0.34,0.25,7.24,78.14,0.24,2684.63,1.83,30.00,0.30,4.30,25.50,595.90,54.00,21967.00,0.00,0.00,0.20,1.00,1.80,20405426.00,16.85,8.80,1.00,19.30,12.00,225.20,54.65,0.00,0.00,0.00
1101510.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,14.00,10005.30,0.00,0.00,0.00,3.00,1.00,0.00,52576.30,9960.21,123.00,0.00,0.19,0.37,0.10,5.36,78.14,0.10,2830.88,1.67,44.00,0.26,7.80,42.60,1037.40,89.30,35276.60,0.00,0.00,0.40,1.70,2.80,29257759.00,13.67,5.20,0.30,8.50,5.70,116.50,0.00,8.00,3.00,0.00
1101520.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,15850.30,0.00,,,0.26,0.34,8.42,78.14,0.18,1286.63,1.67,,0.24,4.60,23.80,651.00,52.90,22516.10,0.00,0.00,0.30,1.20,1.40,18145860.00,16.36,12.10,0.70,26.50,16.10,246.00,0.00,0.00,0.00,0.00
1101530.00,2.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3728.39,0.00,,,0.47,0.29,9.52,78.14,0.12,79.74,1.50,,0.30,0.90,4.10,331.70,24.00,5904.70,0.00,0.00,0.10,0.30,0.20,13288366.00,15.10,9.00,0.60,13.70,8.90,232.00,0.00,0.00,0.00,0.00
1101540.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,5343.68,0.00,,,0.42,0.20,7.02,78.14,0.12,420.38,1.33,,0.26,1.10,5.30,206.40,15.80,5755.60,0.00,0.00,0.10,0.30,0.30,5704336.00,14.19,8.00,0.50,14.10,8.40,188.50,0.00,0.00,0.00,0.00
1101550.00,2.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,0.00,0.00,0.00,0.01,0.00,1.00,1.00,0.00,0.00,1171.09,0.00,,,0.13,0.20,7.31,78.14,0.12,192.15,1.33,,0.23,1.40,7.70,250.20,20.50,7225.30,0.00,0.00,0.10,0.30,0.50,10733359.00,15.48,6.80,0.30,11.60,7.80,136.40,0.00,0.00,0.00,1.00
1101560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,7.00,1752.08,0.00,0.00,0.00,2.00,1.00,0.00,4191.60,1623.10,7.00,0.00,0.39,0.40,0.13,6.89,78.14,0.15,670.88,1.67,65.00,0.25,1.50,7.60,260.20,20.70,7337.10,0.00,0.00,0.10,0.40,0.50,7344353.00,14.98,5.90,0.40,10.80,6.60,131.70,0.00,3.00,0.00,0.00
1101570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,9602.57,0.00,31.00,0.00,0.00,0.44,0.00,4.30,78.14,0.10,653.54,1.67,94.00,0.25,0.80,3.90,134.00,10.50,3852.70,0.00,0.00,0.10,0.20,0.20,3813072.00,12.53,2.30,0.10,3.40,2.00,45.00,0.00,0.00,0.00,0.00
1101580.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,22674.60,0.00,41.00,0.00,0.00,0.41,0.01,4.75,78.14,0.18,352.12,1.50,45.50,0.23,0.30,1.50,97.90,7.20,2102.70,0.00,0.00,0.00,0.10,0.10,5601404.00,11.83,2.40,0.10,3.40,2.00,52.00,0.00,0.00,0.00,0.00
1101590.00,2.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,13564.80,13667.10,2.00,0.00,1.01,0.55,0.21,7.87,78.14,0.19,838.43,1.67,93.00,0.30,1.50,7.80,340.90,26.20,8720.00,0.00,0.00,0.10,0.40,0.50,11084053.00,15.89,7.70,0.70,12.40,9.10,195.10,0.00,5.00,3.00,0.00
1101600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,3450.32,21069.00,0.00,0.00,6.11,0.38,0.20,7.26,78.14,0.16,1109.17,1.67,12.00,0.30,2.10,10.70,475.90,36.50,11690.80,0.00,0.00,0.20,0.60,0.70,13177834.00,15.37,7.60,0.40,13.50,8.30,170.00,0.00,1.00,2.00,0.00
1101610.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,13453.10,26604.00,24.00,0.00,1.98,0.20,0.27,8.09,78.14,0.14,868.11,1.67,94.00,0.30,3.40,17.10,816.30,61.60,20422.70,0.00,0.00,0.30,1.00,1.20,22779501.00,15.60,9.50,0.60,16.90,10.10,218.50,0.00,7.00,5.00,0.00
1101620.00,2.00,1.00,0.00,0.00,0.00,2.00,2.00,0.00,2.00,0.00,12574.10,0.00,0.00,0.00,1.00,1.00,0.00,30637.90,1210.64,53.00,0.00,0.04,0.44,0.06,5.13,78.14,0.15,486.14,1.67,76.00,0.25,0.70,3.30,204.30,15.10,4342.20,0.00,0.00,0.10,0.20,0.20,5621605.00,13.40,3.40,0.20,4.20,3.50,77.20,68.95,12.00,10.00,0.00
1101630.00,2.00,3.00,0.00,0.00,0.00,5.00,5.00,0.00,2.00,0.00,5719.22,0.00,0.00,0.00,2.00,1.00,0.00,5924.48,0.00,18.00,0.00,0.00,0.53,0.05,4.63,78.14,0.15,734.79,1.67,100.00,0.24,0.10,0.50,39.10,2.80,745.70,0.00,0.00,0.00,0.00,0.00,1072993.00,12.99,2.10,0.10,3.00,2.00,45.60,0.00,0.00,0.00,0.00
1101640.00,19.00,4.00,1.00,0.00,1.00,5.00,7.00,2.00,2.00,2.00,51048.60,0.00,0.00,0.00,4.00,1.00,0.00,88028.20,27612.60,153.00,0.00,0.31,0.30,0.07,4.69,78.14,0.15,407.57,1.67,70.00,0.20,5.10,26.20,854.30,68.40,24617.50,0.00,0.00,0.40,1.30,1.70,23888588.00,12.82,3.60,0.20,5.90,3.70,69.40,62.50,50.00,23.00,1.00
1101650.00,19.00,2.00,1.00,0.00,1.00,3.00,5.00,2.00,2.00,2.00,8424.07,0.00,0.00,0.00,4.00,1.00,0.00,2028.86,16148.90,5.00,0.00,7.96,0.13,0.17,5.89,78.14,0.12,331.52,1.67,13.00,0.19,3.50,17.70,764.40,58.70,18941.70,0.00,0.00,0.30,0.90,1.20,36792663.00,14.03,5.20,0.20,8.90,5.40,96.10,0.00,1.00,1.00,1.00
1101660.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,3.00,3843.39,0.00,0.00,0.00,8.00,1.00,0.00,1796.39,0.00,2.00,0.00,0.00,0.08,0.05,2.68,78.14,0.12,567.66,1.67,91.00,0.15,1.10,5.80,200.90,16.30,5732.10,0.00,0.00,0.10,0.30,0.40,6336772.00,11.16,3.10,0.20,4.80,2.80,68.90,0.00,0.00,0.00,1.00
1101670.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2393.17,0.00,0.00,0.00,0.00,0.05,0.01,1.62,78.14,0.18,139.15,1.67,100.00,0.14,0.40,2.00,33.00,3.00,1729.90,0.00,0.00,0.00,0.10,0.10,4105296.00,12.55,3.60,0.10,3.40,2.20,69.40,0.00,0.00,0.00,1.00
1101680.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,6.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,6542.31,0.00,9.00,0.00,0.00,0.17,0.09,4.10,78.14,0.12,1642.36,1.67,89.50,0.18,1.70,8.70,236.30,19.00,8222.00,0.00,0.00,0.10,0.40,0.50,6526307.00,12.90,7.30,0.30,9.90,6.00,166.50,60.03,0.00,0.00,0.00
1101690.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3713.11,0.00,2.00,0.00,0.00,0.02,0.01,2.23,78.14,0.18,3630.09,1.67,100.00,0.12,0.70,4.70,47.90,6.30,3613.30,0.00,0.00,0.00,0.10,0.30,2503985.00,12.80,1.40,0.00,1.20,0.90,28.90,0.00,0.00,0.00,0.00
1101700.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,21.00,0.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,0.00,0.00,,,0.11,0.02,1.89,78.14,0.18,996.97,1.67,47.00,0.12,0.70,3.60,100.70,8.30,3820.80,0.00,0.00,0.10,0.20,0.20,4482426.00,10.84,2.80,0.10,4.10,2.00,57.70,0.00,0.00,0.00,0.00
1101710.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,2.00,4273.47,0.00,0.00,0.00,1.00,1.00,0.00,504.25,0.00,2.00,0.00,0.00,0.01,0.00,1.30,78.14,0.15,818.88,1.83,0.00,0.24,0.00,0.00,2.30,0.20,41.80,0.00,0.00,0.00,0.00,0.00,77750.00,12.32,0.20,0.00,0.20,0.20,4.80,74.50,0.00,0.00,0.00
1101720.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,7.00,0.00,0.00,0.00,0.00,6.00,1.00,0.00,4952.54,7751.61,15.00,0.00,1.57,0.03,0.04,2.78,78.14,0.18,1539.95,1.67,100.00,0.19,1.60,9.90,221.20,20.60,8774.70,0.00,0.00,0.10,0.40,0.80,6331140.00,13.73,1.90,0.10,2.50,1.70,36.00,0.00,0.00,0.00,0.00
1101730.00,2.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,8597.98,4045.16,7.00,0.00,0.47,0.02,0.03,2.93,78.14,0.18,1118.41,1.67,96.00,0.15,0.70,4.00,123.00,10.70,4817.50,0.00,0.00,0.10,0.20,0.30,5502189.00,13.09,2.80,0.10,2.80,2.00,53.40,0.00,1.00,1.00,0.00
1101740.00,0.00,2.00,0.00,0.00,0.00,3.00,3.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,3138.80,0.00,7.00,0.00,0.00,0.60,0.03,5.52,78.14,0.15,530.72,1.67,100.00,0.24,0.10,0.70,26.40,2.10,673.40,0.00,0.00,0.00,0.00,0.10,728010.00,12.90,3.10,0.20,4.70,3.00,66.40,0.00,1.00,0.00,0.00
1101750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,8.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,55998.30,0.00,116.00,0.00,0.00,0.55,0.10,6.06,78.14,0.22,338.80,1.67,86.00,0.27,1.20,7.20,320.80,26.00,7750.90,0.00,0.00,0.10,0.30,0.50,9004803.00,13.65,4.20,0.30,7.30,4.30,99.00,0.00,14.00,7.00,0.00
1101760.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,36693.00,0.00,65.00,0.00,0.00,0.50,0.08,6.71,78.14,0.22,639.56,1.67,62.00,0.25,0.90,4.40,244.60,18.30,5446.90,0.00,0.00,0.10,0.30,0.30,7446128.00,14.09,4.50,0.20,8.30,4.10,104.00,0.00,11.00,11.00,0.00
1101770.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7626.29,0.00,26.00,0.00,0.00,0.42,0.02,4.73,78.14,0.15,200.16,1.67,34.50,0.24,0.10,0.60,49.20,3.60,905.60,0.00,0.00,0.00,0.00,0.00,1391696.00,12.65,2.60,0.10,2.80,2.30,51.20,0.00,0.00,0.00,0.00
1101780.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,9963.19,0.00,5.00,0.00,0.00,0.40,0.09,6.01,78.14,0.15,30.49,1.67,39.00,0.24,0.20,0.70,62.50,4.50,1051.60,0.00,0.00,0.00,0.10,0.00,4477968.00,12.77,2.70,0.10,2.60,2.30,57.30,0.00,0.00,0.00,0.00
1101790.00,12.00,5.00,0.00,0.00,0.00,8.00,8.00,1.00,2.00,6.00,7105.07,0.00,0.00,0.00,8.00,1.00,0.21,7933.52,8.00,19.00,0.00,0.00,0.27,0.13,5.51,78.14,0.58,5633.64,3.00,0.00,0.30,3.60,18.70,496.70,40.90,17234.20,0.00,0.00,0.20,0.90,1.10,14506259.00,15.55,4.30,0.30,9.40,5.50,109.10,68.50,1.00,0.00,0.00
