SWSID,305b Listings (Cat 4+5),Approved TMDL Count,Developing TMDL Count,Fish Passage Count,Critical Habitat Length ft,Shellfish Count,Swimming Beach Percentage,Swimming Tributary Percentage,Coho Presence,Urban Growth Boundary Percentage,ICIAreaPercentage,RoadwayLength_ft,SidewalkLength_ft,CrashesCount,CrashDensity,SidewalkDensity,PercentBuiltBefore1990,PercentImpervious,MeanFlowDurationIndex,MedianOpportunityIndex,MeanAnnualAvgDailyTrips,Median2018EquityScore,MedianPavementCondition,MedianSpawnerMortality,WQBE Total Copper (kg/yr),WQBE Total Zinc (kg/yr),WQBE Total Nitrogen (kg/yr),WQBE Total Phosphorus (kg/yr),WQBE Total Suspended Solids (kg/yr),WQBE Total PCB (kg/yr),WQBE Total PBDE (kg/yr),WQBE Total PAH (kg/yr),WQBE BEHP (kg/yr),WQBE Fecal Coliform Bacteria (10^12 CFU/year),WQBE Annual Runoff (ft^3/yr),UrbanHeatDifference,Average BIBI (216-22 Median),Facilities Count,BRE Facilities Count (All),Critical Facilities Count (25th percentile BRE),Is Drainage to P Sensitive Lake,Historic Runoff (mm),DrainageComplaint,Percent PAD Area
1000170,1,0,0,0,0,0,0,0.998836994,2,1,0,0,0,0,,,0.178885996,0.142,4.85,0.2509,1069.572,2.33333333,,0.288972037,1.148819153,5.705826252,270.9223421,20.23568702,6862.612233,0.00211784,6.82E-05,0.096038097,0.32878893,0.362082688,7570544.342,14.599,,0,0,0,0,359.264,0,0
1000180,1,0,0,1,0,0,0,1,4,1,0,6544.529785,93.09010315,16,0.00244479,0.014224109,0.432875007,0.037,2.827,0.32365,813.696,2.83333333,35,0.235871687,0.218392537,1.129542775,41.69656707,3.266428998,1091.290261,0.000371437,2.45E-05,0.01616602,0.055184834,0.074231027,1269609.839,14.721,,1,0,0,0,176.956,1,0
1000190,1,0,0,0,0,0,0,1,1,1,0,4358.540039,447.875,6,0.001376608,0.102758033,0.376212001,0.03,2.512,0.2086,690.729,2,63,0.235871687,0.167636408,0.863151654,21.4359327,1.764833683,794.9578016,0.000304054,2.39E-05,0.010978728,0.042956431,0.04972317,669735.6303,14.45,,2,0,0,0,183.472,0,0
1000200,1,0,0,2,0,0,0,0.999987006,3,1,0,20803.40039,542.6409912,80,0.003845525,0.026084245,0.449371994,0.055,4.623,0.3025,1113.693,2,39,0.23194805,1.281567269,6.724044369,210.2303052,16.9003999,6518.208914,0.00224811,0.000154092,0.092443556,0.330054097,0.445738847,5988603.771,13.656,,3,0,0,0,241.183,3,0
1000210,0,0,0,2,0,0,0,1,1,1,0,10749,12311.5,6,0.000558191,1.145362359,0.058093201,0.012,1.959,0.1556,63.528,2,73.5,0.235871687,0.912831824,4.762305555,107.0431798,9.046994527,3654.980628,0.001481434,0.000149339,0.05075181,0.202844144,0.278214686,3096667.136,11.536,,7,4,0,0,216.15,2,0
1000220,0,0,0,0,0,0,0,0.997582972,1,1,0,881.1719971,138.5249939,1,0.001134852,0.157205397,0.253942996,0.026,1.728,0.1556,56.288,2,62,0.117935844,1.557317096,8.159485799,141.8395775,12.65805006,5849.542964,0.002508416,0.000273422,0.075255623,0.33274688,0.461490675,4000645.52,10.146,,3,3,2,0,179.452,1,0
1000230,0,1,0,2,0,0,0,0.909238994,4,1,0,3601.76001,0,22,0.006108125,0,0.449716985,0.022,3.413,0.45185,1034.189,2,87,0.209338029,0.64617782,3.324887246,83.60412813,6.820202924,2902.74067,0.001118157,8.80E-05,0.03995407,0.15636796,0.186238788,2410228.491,11.659,,0,0,0,0,161.919,3,0
1000240,0,1,0,1,0,0,0,0.992603004,1,1,0,8530.950195,688.098999,28,0.003282167,0.080659127,0.412618011,0.022,4.864,0.2294,611.83,1.833333335,9,0.209338029,0.18850516,0.951499243,51.39122509,3.877840896,1204.313036,0.000372687,1.68E-05,0.023637514,0.060794923,0.058187754,1547887.485,13.205,,1,1,0,0,202.658,2,0
1000250,0,1,0,6,0,0,0,0.990103006,1,1,0,10845.90039,0,3,0.000276602,0,0.348230004,0.095,5.843,0.2294,143.961,1.833333335,23,0.228024412,0.274660386,1.410029483,87.66642005,6.603400261,1674.283964,0.000476018,2.21E-05,0.033966658,0.080149986,0.096040786,5148018.108,12.657,,1,0,0,0,256.798,5,0
1000260,0,1,0,5,0,0,0,0.844676971,5,1,0,685.8389893,197.654007,1,0.001458068,0.288193016,0.215406001,0.012,2.098,0.2086,2599.418,2,94,0.235871687,7.406734623,40.12742702,572.2063201,54.83516381,29716.63326,0.012218821,0.001262385,0.337140626,1.607037435,2.291938756,16461102.34,9.97,,3,1,1,0,175.879,7,0
1000270,0,0,0,1,0,0,0,0.995000005,1,1,0,132.529007,0,2,0.015091036,0,0.0115828,0,1.47,0.2509,479.623,2.33333333,29,0.235871687,5.334406514,27.69873221,330.257576,31.43398884,21367.88817,0.009538238,0.000853806,0.254378681,1.235971157,1.346208195,9271006.176,11.442,,0,0,0,0,114.076,0,0
1000280,0,0,0,8,0,0,0,0.986396015,2,1,0,27460.30078,2929.790039,168,0.006117923,0.106691841,0.436408013,0.123,6.054,0.2128,969.509,3,33,0.286659932,1.847003743,9.612923771,297.5367578,23.92481845,8567.063914,0.003063904,0.000258008,0.132955493,0.447906303,0.584654834,8407348.18,16.317,,9,3,0,0,347.117,6,0
1000290,1,0,0,0,0,0,0,1,1,1,0,12717.59961,7517.209961,11,0.000864943,0.59108717,0.392304003,0.256,9.051,0.5156,430.002,3.33333333,35,0.288972037,0.738440573,3.583979449,245.7260205,17.95036574,5110.478445,0.001469905,2.87E-05,0.089404059,0.24508499,0.244353636,6825384.955,17.647,,1,1,1,0,489.645,6,0
1000300,3,0,0,0,0,0,0,0.921359003,1,1,0,0,5739.240234,0,,,0.340447992,0.153,5.473,0.2363,105.378,2.66666667,,0.377378273,0.269304997,1.307176279,90.32991383,6.563514932,1905.484453,0.000537347,7.65E-06,0.035606157,0.091052222,0.085338189,2475721.271,13.061,,0,0,0,0,350.485,0,0
1000310,0,0,0,12,0,0,0,0.00486059,0,1,0,0,1707.890015,0,,,0.35276401,0.22,7.314,0.2363,2995.377,2.66666667,,0.35972533,0.92187576,4.645844539,203.101188,15.32527875,5299.88978,0.001642433,7.90E-05,0.08945626,0.261687521,0.27270502,5623878.362,12.052,,0,0,0,0,526.072,0,0
1000320,1,1,0,9,0,0,0,0,0,0.999988019,0.090239301,85464.10156,81112,362,0.004235697,0.949076847,0.553761728,0.225,5.072,0.5918,943.052,3.66666667,57,0.409848558,2.93415142,15.39557071,490.6545693,38.63821097,16185.80697,0.005358493,0.00031354,0.231596323,0.802653887,0.943087995,13425712.88,17.366,21.99285714,16,5,1,0,632.253,6,0
1000330,5,0,0,0,0,0,0,0,0,1,0.033513598,47995,16517.30078,99,0.002062715,0.344146282,0.615697026,0.31,7.441,0.4955,1552.371,3.66666667,82,0.45449654,1.207844103,6.156370295,266.9826602,20.05556912,7344.677629,0.002289076,7.41E-05,0.096428206,0.349824244,0.386804936,7327149.03,15.93,,0,0,0,0,851.762,15,0
1000340,1,1,0,0,0,0,0,0,0,1,0,36227.5,63030.69922,0,0,1.739857821,0.585394979,0.314,5.519,0.5918,1341.406,3.66666667,,0.22724827,0.924173782,4.839379138,160.6326596,12.31157816,6096.652853,0.001879227,5.16E-05,0.070779053,0.284417302,0.312993153,4301048.936,16.275,,0,0,0,0,707.311,0,0
1000350,0,0,1,3,0,0,0.0297183,0.0023012,1,1,0,82838.39844,119809,0,0,1.446297879,0.627954006,0.27,6.104,0.13545,2931.566,1.66666667,41,0.405214962,3.415029982,17.12106587,712.7451167,54.55460396,18864.17184,0.006284861,0.000358625,0.290180505,0.961830317,1.039559716,20634399.22,16.457,,8,2,1,0,630.466,1,0
1000360,4,1,0,9,0,0,0.033061702,0,0,1,0,1272160,2216020,0,0,1.741934977,0.542135011,0.359,6.045,0.5787,2429.594,3.333333335,,0,29.57789701,156.5264316,4157.140399,335.6254032,175783.7756,0.058838766,0.002999403,2.051020318,8.561551331,9.9216952,112932527.7,17.113,1.4,0,0,0,0,648.282,0,0
1000370,1,1,0,5,0,0,0,0,0,1,6.17E-05,95945.5,153252,3,3.13E-05,1.59728179,0.539595182,0.211,5.452,0.6497,1195.24,4,73,0.381510361,2.610971287,14.13612449,367.7068742,29.71962089,15537.67761,0.004988029,0.000236655,0.181790492,0.734353411,0.875790035,9879362.288,17.303,35.7,0,0,0,0,682.355,0,0
1000380,5,0,0,9,0,0,0.018524401,0.999859989,7,0.999998987,0,0,0,0,,,0.395785987,0.41,6.48,0.3195,19646.639,3,,0.429069652,32.88500989,175.7526445,2995.590365,271.8207506,119195.4408,0.045081926,0.006691603,1.355972361,6.325843414,10.14348358,84484094.2,13.664,,0,0,0,0,630.1,0,0
1000381,5,0,0,12,0,0,0,0.999918997,6,1,0,0,0,4,,,0.554741979,0.374,7.944,0.3195,8739.057,3,,0.426732119,30.61947172,162.7388962,3311.083063,287.2032903,120357.7276,0.045098106,0.005510359,1.510606777,6.34982834,9.435124736,92166636.56,15.238,8.15,2,0,0,0,675.958,0,0
1000390,7,0,1,20,0,0,0,2.04E-05,9,1,0,0,0,0,,,0.627790987,0.367,7.897,0.3812,4698.468,3,,0.40244479,65.15516707,359.9457759,8023.949202,706.001327,265606.2985,0.09408616,0.011489981,2.985238302,13.0961019,23.80064227,223617584.4,16.186,11.33333333,0,0,0,0,523.101,2,0
1000400,0,0,0,0,0,0,0.492826998,7.67E-05,0,1,0,0,0,0,,,0.479900986,0.111,8.609,0.19265,5346.868,1,,0.414807303,1.26156306,6.12616906,337.0771448,25.19236906,6537.616299,0.00200218,0.000147153,0.136271508,0.335720881,0.350878464,9698494.454,8.829,,0,0,0,0,486.453,0,0
1000410,1,0,0,3,0,0,0,0,1,1,0.0206894,20210.69922,5397.779785,43,0.002127586,0.267075361,0.551819026,0.309,6.22,0.6511,654.519,3.66666667,58.5,0.45449654,0.526149802,2.7365258,112.1258745,8.622016754,2897.342197,0.000904269,4.48E-05,0.037915596,0.136632885,0.173310946,3066324.798,17.15,6.7,3,3,1,0,924.684,6,0
1000420,0,1,1,0,0,0,0,0,0,1,0,0,4468.310059,0,,,0.540373027,0.716,6.396,0.30875,5874.163,2,,0.303609197,3.744564782,21.44483029,328.1112664,32.24124561,15158.30552,0.005594341,0.00067993,0.148171221,0.744764061,1.378174786,9510263.869,12.922,,0,0,0,0,694.785,0,0
1000430,11,0,0,1,0,0,9.26E-05,0.999194026,3,1,0,0,0,0,,,0.507385015,0.318,9.153,0.1559,922.275,2.33333333,,0.416858048,2.163815246,10.84604677,459.3970431,34.88036604,11206.52054,0.003603336,0.000167122,0.132745311,0.53646926,0.735288185,12455812.86,13.042,23.5,1,0,0,0,590.255,0,0
1000440,8,0,0,0,0,0,0,0.999840021,2,1,0,0,0,0,,,0.540507019,0.387,8.063,0.1559,759.764,1.66666667,,0.343480066,0.48780796,2.350049698,158.9925906,11.54087886,3416.228913,0.000963422,1.35E-05,0.064345013,0.163627518,0.145013959,4368625.76,13.603,15.8,0,0,0,0,570.607,0,0
1000450,12,0,0,1,0,0,0,0.99999398,4,1,0,0,0,0,,,0.661913991,0.215,9.06,0.1989,1754.838,2.33333333,,0.397273487,3.485292722,17.71096432,625.849831,48.77847018,16551.77084,0.005765001,0.00039717,0.238077832,0.846136367,1.098916588,17132977.82,15.94,2.825,0,0,0,0,700.405,0,0
1000460,7,0,1,1,0,0,0,1,2,1,0,0,0,0,,,0.450352997,0.44,7.491,0.271,15731.146,2.5,,0.407065768,7.941165535,43.61374352,780.7688809,71.50383034,29148.17946,0.01048296,0.001623336,0.306955955,1.469978903,2.711688789,21706618.99,16.706,,0,0,0,0,643.758,0,0
1000470,3,0,1,0,0,0,0,0.999933004,0,1,0,0,0,0,,,0.491236001,0.552,9.248,0.3299,8306.496,2.66666667,,0.396947297,10.96784764,59.89683275,1154.850878,104.2954243,42007.70805,0.015836415,0.001979645,0.438705951,2.139695221,3.90502118,32022175.64,18.438,,0,0,0,0,698.516,0,0
1000480,4,0,1,9,0,0,0,0.999978006,2,1,0,0,337.1740112,0,,,0.634276986,0.401,8.907,0.35345,6948.747,2.5,,0.360934804,4.262196395,21.55047993,890.3089021,67.69353503,23066.46115,0.00727726,0.000427879,0.329144998,1.126770511,1.32549402,24432562.78,18.341,2.9,0,0,0,0,662.047,0,0
1000490,9,0,1,3,0,0,0,0.998724997,2,1,0,0,4636.029785,0,,,0.582951009,0.271,8.408,0.1954,1267.045,2.33333333,76,0.343480066,3.055300307,15.22982734,758.3714911,56.59505451,18003.07992,0.005589962,0.000221549,0.304795913,0.886230437,0.925523858,20772159.27,15.809,11,0,0,0,0,623.602,0,0
1000500,5,0,1,10,0,0,0,0.999898016,2,1,0,0,33404.39844,34,,,0.488905996,0.311,7.769,0.42065,12020.051,2.33333333,70,0.359045388,4.892120541,24.99906498,917.0805662,71.19291091,25167.71035,0.008075602,0.000632427,0.347685202,1.240968531,1.565974225,25195538.55,17.019,23,1,0,0,0,578.717,0,0.000116818
1000510,3,0,0,0,0,0,0.994736016,0.000277761,0,1,0,0,0,0,,,0.577555001,0.343,10.424,0.14415,1596.173,2,,0.416858048,1.338429568,6.80479153,228.7751286,17.91001185,6225.252283,0.002197534,0.000152355,0.081928643,0.31741565,0.421621625,6332381.847,12.451,,0,0,0,0,693.833,0,0
1000520,3,1,0,0,15447.7998,0,0,0,3,1,0.070724502,0,0,0,,,0.600082994,0.696,4.981,0.4401,5196.814,3.33333333,,0.457049238,7.597455564,50.63755868,716.1791384,81.8898496,35001.12631,0.009751243,0.001594185,0.227165926,1.302420166,4.062966591,21265831.6,18.894,,0,0,0,0,709.145,0,0
1000530,3,1,0,0,9943.669922,0,0,0,3,1,0.000445454,0,0,0,,,0.253214985,0.378,6.34,0.7394,11914.295,4.166666665,,0.416153101,8.374728828,49.1083953,967.7820991,89.07313763,38702.47528,0.012135409,0.001301609,0.329463467,1.694376727,3.301089019,27336919.25,17.936,,2,0,0,0,682.285,0,0
1000540,5,0,0,0,9899.570313,0,0,0,3,1,0,0,0,0,,,0.237783,0.225,5.271,0.2128,5417.06,3.333333335,,0.423854184,1.295932755,6.605894144,295.7559533,22.44660986,7159.14925,0.002158916,7.50E-05,0.070118476,0.323524568,0.500021048,8456643.42,16.191,,2,0,0,0,461.709,0,0
1000550,2,0,0,0,0,0,0,0,1,1,0,1908.589966,0,4,0.002095788,0,0.477831006,0.082,3.561,0.4761,3359.354,3,69,0.388106432,0.503147388,2.606728938,58.36923898,4.886451177,2099.315863,0.000823036,7.47E-05,0.027425964,0.113401737,0.147437313,1628375.528,15.213,41.8,0,0,0,0,283.152,0,0
1000560,0,0,0,0,0,0,0,0.014923,0,1,0,17781.80078,8088.77002,19,0.001068508,0.454890375,0.329099,0.466,9.921,0.6871,529.909,3.83333333,65.5,0.365089409,5.795358788,29.52141671,1094.745128,84.57914086,30049.18669,0.009892519,0.000555868,0.354884112,1.456572936,1.906982777,29886203.36,18.298,,1,1,1,0,657.86,3,0
1000570,0,0,0,0,0,0,0,0,0,1,0,740.6890259,0,0,0,0,0.387618989,0.518,10.432,0.5679,314.401,3.83333333,28.5,0.423854184,1.749599074,9.020526474,256.8383436,20.61948631,8026.806976,0.00292449,0.000223225,0.102411302,0.414458923,0.533247346,7069841.589,17.241,,0,0,0,0,708.261,0,0
1000580,4,0,0,0,7552.419922,0,0,0,1,1,0,0,0,0,,,0.258334011,0.092,3.67,0.21,2151.892,3,,0.379510607,0.450488121,2.253011318,121.1360713,8.930728306,2926.851256,0.000873889,2.01E-05,0.046450882,0.139998992,0.14277467,3753626.995,17.431,,1,1,0,0,315.84,0,0
1000590,4,0,0,1,15931.40039,0,0,0,5,1,0,23914,26656.59961,75,0.003136238,1.114685942,0.241447002,0.199,6.416,0.2107,3883.893,2.66666667,49,0.363615748,1.985872386,9.980248251,396.5121017,30.15399814,10763.9992,0.003557343,0.000154466,0.142383699,0.530106586,0.608438415,11443945.27,15.973,,2,2,0,0,460.632,3,0
1000600,1,0,0,1,3732.810059,0,0,0,1,1.000010014,0,882.3560181,2585.409912,0,0,2.930121016,0.086870097,0.061,2.993,0.2072,1728.564,2.66666667,83,0.379510607,0.03104353,0.154871739,7.791975881,0.584492879,187.3877724,5.77E-05,2.06E-06,0.002765267,0.009063466,0.009608708,230594.4258,17.396,48.8,0,1,0,0,196.769,0,0
1000610,1,0,0,2,284.9819946,0,0,0,1,1,0,28644.09961,46244.10156,103,0.003595854,1.614437256,0.481768012,0.216,6.602,0.4366,1467.163,2.66666667,64,0.370914781,1.621946316,8.703809364,328.3620089,25.95771172,8947.694582,0.002706617,0.000156629,0.113343368,0.410071198,0.598200196,9036056.729,17.432,,12,3,1,0,479.958,13,0
1000620,0,0,2,0,0,0,0,0,0,1,0,6212.029785,11249.59961,26,0.004185427,1.810937809,0.259976,0.157,3.788,0.5981,2480.035,3,41.5,0.370914781,0.68321168,3.521141903,117.840819,9.2073445,3438.556323,0.001140425,6.33E-05,0.034160869,0.164040613,0.233477962,3187429.214,16.932,,2,1,1,0,487.008,1,0
1000630,0,0,2,4,0,0,0,0,0,1,0,42947.10156,53716.10156,434,0.010105455,1.250750333,0.45274201,0.304,7.3,0.3358,2134.714,2.833333335,71,0.362474308,3.705992865,19.74559347,484.7347937,40.63875195,16030.16946,0.005879846,0.000540353,0.199790324,0.822274361,1.205686965,13406866.67,15.746,,41,15,8,0,570.213,10,0
1000640,0,0,0,2,12452.2998,0,0,0.00293385,4,1,0,39348.10156,6939.799805,56,0.001423194,0.176369368,0.545910001,0.154,6.789,0.2086,464.918,2.5,56,0.286659932,1.668320009,8.49917771,299.4800937,23.56937658,8002.347536,0.002840707,0.000237655,0.142361559,0.426852,0.505875583,9008244.285,14.648,,13,8,5,0,447.456,11,0
1000650,0,0,0,2,1809.189941,0,0,0,1,1,0,1983.97998,3760.810059,3,0.001512112,1.895588713,0.088484898,0.279,4.528,0.2107,2858.087,2.66666667,0,0.346882445,1.048145468,5.331142443,173.1788097,13.67452059,4808.049941,0.001725572,0.000125283,0.05794962,0.245418981,0.341931714,4790248.755,15.301,,5,2,0,0,430.178,0,0
1000660,0,0,0,0,3036.219971,0,0,0,3,1,0,3509.399902,6450.080078,1,0.000284949,1.837943881,0.181253001,0.067,3.099,0.4969,1138.014,2.66666667,0,0.346882445,0.352941787,1.837946141,46.4261313,3.888451397,1341.001015,0.000532807,6.24E-05,0.019848915,0.074143104,0.113106838,1375430.412,16.256,,1,2,0,0,143.102,0,0
1000670,1,0,0,5,0,0,0,0,1,1,0,16015.2002,26870.09961,23,0.001436136,1.677787307,0.567946017,0.278,7.333,0.52945,54.871,3,73,0.363615748,0.691425584,3.460947721,161.1608492,12.23258286,3559.837981,0.001142018,6.16E-05,0.056940406,0.175317676,0.215900524,4429047.13,16.899,,4,2,2,0,523.077,1,0
1000680,0,0,2,2,0,0,0,0,0,1,0,20186.80078,33324.69922,91,0.004507896,1.650816272,0.676720023,0.429,9.634,0.3112,1699.036,2,82.5,0.356316714,0.781859184,4.060680285,223.2265838,16.78927505,5230.887964,0.001451509,3.33E-05,0.062140843,0.22944567,0.326976881,6000517.503,15.341,,8,6,6,0,695.709,8,0
1000690,1,0,2,2,0,0,0,0,0,1,0,41870,57825.30078,103,0.002459995,1.381067609,0.55846101,0.313,8.848,0.3112,1630.103,2,26,0.230533151,1.466686173,7.581890469,315.598498,24.30397253,8462.043715,0.002693108,0.000138602,0.117991384,0.407814999,0.488741428,8668220.28,15.29,,9,4,4,0,660.332,3,0.00714291
1000700,1,0,0,1,0,0,0,0,0,1,0,40956.19922,70468.60156,32,0.000781323,1.7205845,0.350749999,0.397,8.177,0.3569,327.005,2.333333335,65,0.337448176,1.833044665,9.147335502,396.4469521,29.9933516,10012.58009,0.003231852,0.00016055,0.147774739,0.493829286,0.555345347,10885071.64,15.961,3.3,14,14,4,0,529.364,20,0
1000710,0,0,0,0,10969.09961,0,0,0,6,1,0,6644.310059,4422.27002,3,0.000451514,0.665572494,0.172355995,0.124,3.08,0.2169,121.75,2,87,0.230533151,0.346173393,1.734199409,86.97045044,6.523480291,2112.880048,0.00063771,1.89E-05,0.023733681,0.097749894,0.134836392,3475425.523,13.575,,1,1,0,0,278.621,5,0
1000720,0,1,0,5,21393.40039,0,0,0.000519626,5,1,0,47416.10156,977.6030273,35,0.000738146,0.020617533,0.244709,0.05,4.159,0.2086,1566.393,1.833333335,63,0.228024412,2.196892759,12.23091121,312.5610348,26.70264238,10831.61551,0.00370826,0.000317212,0.154057525,0.535511006,0.765884907,10855986.28,12.191,,3,1,0,0,258.053,7,0
1000730,1,1,0,0,0,0,0,0.999816,0,1,0,5669.5,0,23,0.004056795,0,0.480861992,0.097,6.452,0.2502,463.601,1.66666667,95,0.228024412,0.083150275,0.408748252,31.47520597,2.299991928,611.6079613,0.000173202,4.63E-06,0.01460726,0.030747879,0.025564106,1551119.958,11.793,,0,0,0,0,429.863,0,0
1000740,0,0,0,20,21575.80078,0,0,1.74E-06,4,0.999997973,0,16899.69922,3563.409912,25,0.001479316,0.21085641,0.200632006,0.027,2.645,0.149,1963.693,1.66666667,80,0.229278782,3.180880253,19.65745751,273.0117597,29.55428171,14345.7593,0.004784726,0.000579853,0.135215633,0.643121174,1.398470101,9439676.315,12.194,,2,3,0,0,144.472,9,0
1000750,0,0,0,1,6780.319824,0,0,0,5,1,0,10556.7002,0,2,0.000189453,0,0.377097994,0.027,3.32,0.04055,1180.137,1.66666667,45,0.229278782,0.767514455,5.589796488,82.45199583,9.465355332,4316.359133,0.001005194,0.000143394,0.03154191,0.142108898,0.442404913,2907407.494,12.214,,1,1,0,0,292.011,2,0
1000760,0,0,0,1,0,0,0,0,0,0.999998987,0,1335.719971,0,0,0,0,0.124890998,0,3.999,0.0811,906.053,1.66666667,3,0.204855079,0.97494778,7.511007831,78.42573778,10.88883231,5181.525038,0.001113256,0.000204677,0.023157072,0.148358855,0.622111002,2660188.654,12.49,,0,0,0,0,203.238,0,0
1000770,0,0,0,0,0,0,0,0,0,1,0,3300.870117,0,0,0,0,0.255084991,0.015,4.496,0.0811,706.678,1.66666667,26,0.204855079,0.074518215,0.500140321,11.39712073,1.072746046,496.7543813,0.000122306,1.01E-05,0.004870769,0.018708091,0.03811902,368244.0071,12.309,,0,0,0,0,202.418,0,0
1000780,1,0,0,0,0,0,0,0,0,1,0,3461.449951,0,0,0,0,0.416478992,0.008,2.932,0.0811,381.15,1.66666667,45,0.204855079,0.054422935,0.270693379,18.69776309,1.366196407,455.1141643,0.000128342,1.70E-06,0.008490028,0.022133826,0.020074376,1485381.169,11.992,,2,1,0,0,182.426,2,0
1000790,0,1,0,0,0,0,0,0.000160995,0,1,0,1422.689941,0,0,0,0,0.054669902,0.027,3.234,0.0811,74.191,1.66666667,92,0.204855079,0.030870684,0.153688599,10.71017932,0.779490843,250.6447827,7.07E-05,9.85E-07,0.005560184,0.012433994,0.010125814,870158.3921,11.75,,0,0,0,0,203.668,0,0
1000800,0,0,0,3,0,0,0,0,2,1,0,2639.909912,0,1,0.000378801,0,0.34018299,0.003,3.458,0.0811,217.047,1.66666667,45,0.204855079,0.057332201,0.388579323,9.286204369,0.883636224,338.5992439,8.20E-05,8.83E-06,0.003609771,0.012400372,0.031486393,274909.696,12.236,,0,0,0,0,178.741,0,0
1000810,1,0,0,0,12308.7002,0,0,0,3,1,0,4816.470215,0,2,0.000415242,0,0.343576014,0.014,2.638,0.04055,1318.014,1.66666667,45,0.230533151,0.113895132,0.569694386,33.01063446,2.440970514,880.227712,0.000263102,6.22E-06,0.015229363,0.043698499,0.038894844,1771975.187,12.163,,0,0,0,0,223.759,1,0
1000820,1,0,0,3,5104.22998,0,0,0,6,1,0,11170.2998,0,5,0.000447616,0,0.447537005,0.038,3.783,0.045,2079.735,1.66666667,45,0.204855079,0.324581491,1.687194502,73.85945059,5.67647506,1992.52954,0.000554318,4.68E-05,0.032985475,0.095432004,0.109925382,2163214.464,12.707,,0,0,0,0,260.425,1,0
1000830,1,0,0,0,8429.410156,0,0,0,1,1,0,13106,0,14,0.001068213,0,0.489008009,0.1,5.528,0.06305,3215.651,1.66666667,66,0.230684458,0.788505835,4.115795036,92.28510348,7.745929266,3613.658507,0.001275137,0.000145603,0.052818071,0.191713795,0.220973223,2703931.255,12.838,,2,1,1,0,399.639,0,0
1000840,1,0,0,0,3023.870117,0,0,0,2,1,0,8542.110352,0,11,0.001287738,0,0.373584002,0.103,6.241,0.06305,1860.259,1.66666667,60.5,0.230684458,0.141606228,0.704306859,48.16216266,3.50923743,1034.255953,0.000306433,9.17E-06,0.025928171,0.05368507,0.037939608,1343367.9,13.491,81.7,3,2,2,0,361.977,4,0
1000850,1,0,0,9,3929.620117,0,0,0,5,1,0,8903.360352,0,21,0.00235866,0,0.489365995,0.112,5.28,0.06305,2681.821,1.66666667,27,0.230684458,1.344711973,6.985510128,134.3923822,11.60879861,5684.517078,0.002312298,0.000220868,0.078351673,0.316997625,0.376276861,3800308.772,13.876,,7,0,0,0,362.817,0,0
1000860,0,0,0,1,2414.530029,0,0,0,1,1,0,11616.40039,0,11,0.000946937,0,0.613192022,0.007,5.001,0.045,352.727,1.66666667,80,0.230835765,0.289011091,1.433925527,82.54158908,6.108150375,1990.998729,0.000616946,2.09E-05,0.039858172,0.101539714,0.088131451,2354269.591,13.312,,0,0,0,0,293.969,0,0
1000870,0,0,0,0,0,0,0,0,0,0.999994993,0,4138.52002,0,0,0,0,0.646966994,0.053,4.281,0.045,37.434,1.66666667,47.5,0.230533151,0.042456887,0.209994807,15.27878464,1.109234971,343.9819576,9.70E-05,1.29E-06,0.007465194,0.016890625,0.0140873,417053.0117,12.328,,0,0,0,0,297.86,0,0
1000880,0,1,0,7,0,0,0,6.87E-05,4,1,0,31458.40039,0,20,0.00063576,0,0.471495003,0.033,3.728,0.06305,1818.767,1.66666667,52,0.191573808,0.97960519,4.982895301,217.9590734,16.52052437,5897.248834,0.001680005,0.000132703,0.093720973,0.28589747,0.316837,6192304.41,12.912,,1,1,0,0,237.479,1,0
1000890,0,1,0,3,0,0,0,7.78E-05,1,1,0,11122.2998,0,5,0.000449547,0,0.490505993,0.033,4.47,0.0811,257.364,1.66666667,58,0.204855079,0.147929713,0.721454496,56.7404031,4.102447814,1246.097508,0.0003514,4.97E-06,0.029487951,0.062793383,0.043998564,1601875.002,12.164,,2,3,0,0,281.704,0,0
1000900,0,0,0,2,0,0,0,0,0,1,0,3768.820068,0,1,0.000265335,0,0.376062989,0.049,3.591,0.0811,340.284,1.66666667,45,0.204855079,0.071727477,0.366231823,22.28487512,1.633042173,541.9405966,0.000152827,1.88E-06,0.00947056,0.02563048,0.026884711,606353.002,11.961,,0,0,0,0,230.726,0,0
1000910,2,0,0,0,11331.5,0,0,0,3,1,0,2907.629883,0,2,0.000687845,0,0.212248996,0.036,3.541,0.04055,3226.458,1.66666667,27,0.230684458,0.352535917,1.819828809,36.06618779,3.078532411,1576.576612,0.000618081,5.78E-05,0.020725181,0.086954627,0.09734031,1692798.794,12.494,,0,0,0,0,306.506,1,0
1000920,0,0,2,2,20087,0,0,0,4,1,0,24273.80078,0,31,0.001277097,0,0.250122011,0.101,4.727,0.0811,2279.63,1.5,68,0.230835765,2.667921173,17.70926106,284.1700683,30.23761775,14571.55716,0.003862763,0.0005131,0.12585842,0.563926119,1.309737977,10042169.07,13.85,,5,1,0,0,376.555,0,0
1000930,0,0,0,1,3808.570068,0,0,0,2,1,0,5889.459961,0,1,0.000169795,0,0.44779399,0.091,5.678,0.0225,24.104,1.66666667,59,0.230533151,0.113545271,0.554309012,45.76836321,3.299663272,907.4314089,0.000255896,3.99E-06,0.022416812,0.046153198,0.031687545,1288157.93,14.16,,2,2,0,0,363.737,0,0
