SWSID,305b Listings (Cat 4+5),Approved TMDL Count,Developing TMDL Count,Fish Passage Count,Critical Habitat Length ft,Shellfish Count,Swimming Beach Percentage,Swimming Tributary Percentage,Coho Presence,Urban Growth Boundary Percentage,ICIAreaPercentage,RoadwayLength_ft,SidewalkLength_ft,CrashesCount,CrashDensity,SidewalkDensity,PercentBuiltBefore1990,PercentImpervious,MeanFlowDurationIndex,MedianOpportunityIndex,MeanAnnualAvgDailyTrips,Median2018EquityScore,MedianPavementCondition,MedianSpawnerMortality,WQBE Total Copper (kg/yr),WQBE Total Zinc (kg/yr),WQBE Total Nitrogen (kg/yr),WQBE Total Phosphorus (kg/yr),WQBE Total Suspended Solids (kg/yr),WQBE Total PCB (kg/yr),WQBE Total PBDE (kg/yr),WQBE Total PAH (kg/yr),WQBE BEHP (kg/yr),WQBE Fecal Coliform Bacteria (10^12 CFU/year),WQBE Annual Runoff (ft^3/yr),UrbanHeatDifference,Average BIBI (216-22 Median),Facilities Count,BRE Facilities Count (All),Critical Facilities Count (25th percentile BRE),Is Drainage to P Sensitive Lake,Historic Runoff (mm),DrainageComplaint,Percent PAD Area
1102050,0,3,0,0,0,0,0,0,0,1,0.490882009,6039.419922,1677.609985,8,0.001324631,0.277776675,0.175308004,0.102,7.211,0.6826,5256.509,3.33333333,80,0.326839572,1.158247773,7.415625847,164.0009076,15.70850609,6045.845252,0.001618127,0.000212284,0.060468888,0.23730016,0.577688164,4611821.819,13.668,,3,3,0,0,315.024,2,0
1102060,0,1,0,0,0,0,0,0,0,0.999997973,0,0,0,0,,,0.336755008,0.102,4.947,0.2211,348.587,2.66666667,,0.337083624,0.156849974,0.790250997,38.34550941,2.923984314,897.664974,0.000291561,1.80E-05,0.015464464,0.045441347,0.055484933,1059920.699,13.719,,0,0,0,0,196.107,0,0
1102070,0,1,0,0,0,0,0,0,0,1,0.300020009,0,0,0,,,0.410614014,0.727,4.588,0.9411,1838.215,3.66666667,,0.347327676,13.30586018,72.58676482,1270.345656,119.0684241,47989.753,0.019605524,0.00271261,0.515487737,2.579024855,4.875571395,35519206.8,19.613,,0,0,0,0,832.494,0,0
1102080,0,1,0,0,0,0,0,0,0,1,0.41960901,0,0,0,,,0.390289992,0.737,4.057,0.9397,3525.318,3.66666667,,0.345429451,10.67913135,57.45722553,1007.846175,93.37694303,39001.42525,0.015900328,0.002084267,0.416142446,2.095670763,3.775715717,29523041.63,19.605,,0,0,0,0,838.148,1,0
1102090,0,1,0,0,0,0,0,0,0,1,0.778123021,0,0,0,,,0.75730902,0.788,4.383,0.9425,2307.065,3.66666667,,0.352777058,4.761930652,28.47318615,390.3874795,42.26733775,18059.31811,0.006458931,0.001025928,0.162343259,0.841339547,2.048566043,11069445.97,19.363,,0,0,0,0,799.235,0,0
1102100,5,1,0,0,0,0,0,0,1,0.999996006,0,0,0,0,,,0,0.467,4.49,0.9397,463.067,3.33333333,,0.347327676,0.819834274,4.603368496,89.69773564,8.698793358,2115.07894,0.000897566,0.000233364,0.023609947,0.116401802,0.38052294,2517951.81,17.712,,0,0,0,0,629.523,0,0
1102110,0,1,0,0,775.4790039,0,0,0,2,1,0.101719998,0,0,0,,,0.140945002,0.518,4.281,0.9397,491.591,3.33333333,,0.354675283,2.615127157,15.05954312,233.6621274,23.89745714,8916.416352,0.003492226,0.000610794,0.090032427,0.453789926,1.101401532,6592665.327,17.634,,0,0,0,0,682.847,0,0
1102120,0,1,0,0,0,0,0,0,2,1,0.457690001,1384.119995,464.0750122,0,0,0.335285245,0.206409007,0.667,4.385,0.9764,4962.737,3.66666667,100,0.354675283,8.75823772,50.02304747,852.5319839,85.09298796,27477.75597,0.010885852,0.002207021,0.285313481,1.421518975,3.826750827,23985484.3,18.009,,0,0,0,0,768.92,0,0
1102130,5,1,0,0,0,0,0,0,2,1,0.119824998,3970.840088,1358.25,53,0.013347302,0.342056081,0.30498001,0.266,4.376,0.7138,1271.862,3.33333333,42,0.305235416,1.085427203,6.352415815,98.43450715,10.05351333,4403.109436,0.001605438,0.000222493,0.04385474,0.213448606,0.448643699,2847538,15.793,,3,0,0,0,496.095,2,0
1102140,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,,0.347415,0.131,7.646,0.41895,212.051,2.66666667,,0.326839572,0.643603843,3.238005023,168.5237436,12.64834427,3952.605186,0.001261189,5.68E-05,0.067312743,0.197192017,0.214364873,4622866.158,15.64,,0,0,0,0,383.241,0,0
1102150,10,1,0,0,8746.129883,0,0,0,4,1,0.00137305,246.6719971,0,0,0,0,0.402613014,0.006,1.738,0.3569,5940.76,3.833333335,15,0.333045668,0.033832631,0.174679737,4.863516127,0.390852269,199.7488068,6.84E-05,3.39E-06,0.001926676,0.009949026,0.012498596,182637.6931,14.965,,0,0,0,0,169.987,0,0
1102160,8,1,0,0,2546.629883,0,0,0,5,1,0.113574997,411.0230103,866.9699707,21,0.05109203,2.109297896,0.243222997,0.065,2.493,0.7138,4367.08,3.66666667,64,0.305235416,0.019821956,0.102042713,3.256148748,0.274251351,225.886096,6.96E-05,2.73E-06,0.002206723,0.011292394,0.008162759,207505.4232,15.19,,0,0,0,0,251.481,0,0
1102170,2,1,0,2,0,0,0,0,3,1,0.0743277,30782.5,26081.19922,202,0.00656217,0.847273588,0.400545001,0.183,8.245,0.6653,510.472,3.16666667,79,0.326064598,1.239363155,6.272141894,262.1848633,19.95702431,6897.327797,0.002272868,0.000118981,0.109459013,0.347366495,0.383330454,7227676.454,15.902,,9,8,2,0,479.634,7,0
1102180,0,1,0,4,0,0,0,0.058562499,1,1,0.196151003,34314.60156,18987.30078,189,0.005507859,0.553330067,0.401832014,0.311,7.233,0.3084,19263.61,4.33333333,75,0.326839572,4.941875163,25.34961836,834.5406272,65.64774423,22470.78169,0.00730223,0.000680479,0.263402374,1.098451938,1.642728259,22780252.59,15.237,,19,7,2,0,528.721,10,0
1102190,0,1,0,0,0,0,0,0.0833719,1,1,0.056254301,0,0,0,,,0.576767027,0.316,6.047,0,1283.452,4.5,,0.339642811,1.208087054,6.104525212,313.8811688,23.55826349,7364.209743,0.002181589,8.25E-05,0.104411839,0.344291638,0.435190817,8538663.312,14.654,,0,0,0,0,553.627,0,0
1102200,3,1,0,0,120.0619965,0,0,0,8,1,0.017957499,11825.7002,9786.389648,89,0.007525981,0.82755266,0.325792015,0.098,4.456,0.6168,1587.666,2.66666667,78,0.305235416,0.555244014,2.721249267,163.195779,12.07605697,3725.8743,0.001096493,2.86E-05,0.057124076,0.177878533,0.196898327,4636306.178,15.884,,4,2,0,0,328.177,3,0
1102210,0,1,0,0,0,0,0,0,2,1,0,0,42.6432991,1,,,0.604206979,0.19,8.251,0.352,578.843,2.66666667,,0.305235416,0.364387004,1.839946332,113.5653362,8.461662909,2386.0382,0.000661356,1.82E-05,0.038035782,0.108974616,0.136713698,3105012.721,15.822,,0,0,0,0,450.963,0,0
1102220,2,2,0,1,0,0,0,0,1,1,0.71895802,8437.799805,6567.859863,40,0.004740572,0.778385363,0.501698971,0.138,8.204,0.6653,1581.881,3.16666667,66,0.36085592,0.565812738,2.89738442,123.1872742,9.475839053,3016.156802,0.001005168,6.83E-05,0.052998323,0.155063169,0.183354887,3436013.349,14.826,,6,5,3,0,410.103,1,0
1102230,3,1,0,0,0,0,0,0.00446617,2,1,0.088466503,12538.2998,12414.2998,228,0.018184284,0.990110302,0.522296011,0.152,8.006,0.6653,2077.6,3.16666667,65,0.18042796,1.355770933,6.875837652,257.0755105,19.90390083,6796.866417,0.002353187,0.000152022,0.105580198,0.34991744,0.426222689,8511898.253,14.562,,5,6,1,0,500.75,0,0
